"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"28","","Chained Together","674479500","8571060","217249","972","48660","15634","198","78.69",""
"29","","Slots","672843240","3978360","40097","180","4985","15596","92","169.13",""
"30","","Hearthstone","619282800","5673840","28653","249","8881","14355","131","109.15",""
"31","","Escape from Tarkov","592108380","22404060","44587","869","20581","13725","519","26.43",""
"32","","ASMR","538782720","6173820","21746","210","3156","12489","143","87.27",""
"33","","PUBG: BATTLEGROUNDS","493347300","26867460","71621","1117","45724","11435","622","18.36",""
"34","","Teamfight Tactics","467631900","8355900","32841","331","20940","10839","193","55.96",""
"35","","Art","429259500","26144040","19872","956","45176","9950","606","16.42",""
"36","","Wuthering Waves","426904560","20397000","63308","1616","42063","9895","472","20.93",""
"37","","Rocket League","425882160","32003160","276765","1301","147936","9872","741","13.31",""
"38","","World of Tanks","408449760","5808420","55822","286","7954","9468","134","70.32",""
"39","","XDefiant","389612940","36522000","56920","2804","139711","9031","846","10.67",""
"40","","Diablo IV","380767440","19344000","45894","782","33454","8826","448","19.68",""
"41","","FINAL FANTASY XIV ONLINE","376206720","25573740","60289","4304","29144","8720","592","14.71",""
"42","","Old School RuneScape","355559940","6234420","84863","256","6579","8242","144","57.03",""
"43","","Genshin Impact","352462440","36510780","52710","3187","57593","8170","846","9.65",""
"44","","Albion Online","346221420","6019200","21084","241","5033","8025","139","57.52",""
"45","","Black Desert","328752600","7591500","83951","400","5761","7620","175","43.31",""
"46","","Project Zomboid","324352260","4492200","129372","206","9630","7518","104","72.2",""
"47","","Retro","307582980","10741260","13280","392","11391","7129","248","28.64",""
"48","","Animals, Aquariums, and Zoos","305501280","12098040","13013","333","1114","7081","280","25.25",""
"49","","Talk Shows & Podcasts","289642440","10717800","83222","520","12846","6714","248","27.02",""
"50","","I'm Only Sleeping","286926540","8219760","80258","341","5804","6651","190","34.91",""
"51","","Lost Ark","270907260","6569040","25823","309","4240","6279","152","41.24",""
"52","","Tibia","267709800","8853360","18765","395","5310","6205","205","30.24",""
"53","","Call of Duty: Modern Warfare III","260487840","31730040","34145","1705","60236","6038","735","8.21",""
"54","","Honkai: Star Rail","247324560","11238780","86869","2250","28588","5733","260","22.01",""
"55","","Red Dead Redemption 2","245459820","19057980","45215","765","50835","5689","441","12.88",""
"56","","Monster Hunter: World","242276340","9048420","56739","431","16626","5616","209","26.78",""
"57","","Tarisland","233072460","5454780","70150","1248","10685","5402","126","42.73",""
"58","","Sea of Thieves","224148600","17293620","83652","1205","45042","5195","400","12.96",""
"59","","NBA 2K24","219950580","40425840","29192","1975","108209","5098","937","5.44",""
"60","","ROBLOX","218987100","48344280","56839","1855","270365","5076","1120","4.53",""
"61","","Chess","213410880","2460360","47180","138","6148","4946","57","86.74",""
"62","","Soulmask","205072500","6031980","41741","357","5987","4753","139","34",""
"63","","Games + Demos","203063100","21119100","83457","884","96189","4707","489","9.62",""
"64","","TEKKEN 8","198066840","5833800","65314","291","13642","4591","135","33.95",""
"65","","Casino","179548380","593520","21579","50","4368","4161","13","302.51",""
"66","","Always On","179101020","6836940","9051","183","543","4151","158","26.2",""
"67","","Magic: The Gathering","178421640","2964300","24296","169","5343","4135","68","60.19",""
"68","","MultiVersus","169600560","13155480","96475","1304","73643","3931","304","12.89",""
"69","","7 Days to Die","165482940","8501520","42486","693","14708","3835","197","19.47",""
"70","","Trackmania","161686680","1351440","32996","102","3162","3747","31","119.64",""
"71","","Brawl Stars","157401300","7375620","68883","505","67831","3648","170","21.34",""
"72","","Marvel Snap","155293380","1314660","23774","100","2326","3599","30","118.12",""
"73","","VRChat","151988640","4760400","27473","345","10681","3523","110","31.93",""
"74","","Garry's Mod","148296540","1324260","43757","114","3944","3437","30","111.98",""
"75","","Software and Game Development","147283980","5620500","21832","243","8272","3414","130","26.2",""
"76","","Pools, Hot Tubs, and Beaches","145416420","2306100","42531","78","2490","3370","53","63.06",""
"77","","Call of Duty","142591980","100030080","7452","4061","272355","3305","2318","1.43",""
"78","","The Simpsons: Hit & Run","132808800","795960","6228","36","696","3078","18","166.85",""
"79","","Hunt: Showdown 1896","132556740","8123460","13928","357","11021","3072","188","16.32",""
"80","","Poker","132206700","2483940","56802","157","2992","3064","57","53.22",""
"81","","Dofus","127515660","1792080","23508","269","1649","2955","41","71.16",""
"82","","Rise Online","121730880","821160","12337","62","446","2821","19","148.24",""
"83","","Among Us","118974480","3344160","64473","211","24737","2757","77","35.58",""
"84","","Anime Squad","112519920","2938800","5855","129","1657","2608","68","38.29",""
"85","","Pokémon Scarlet/Violet","111786420","4804320","49852","188","6879","2591","111","23.27",""
"86","","Bodycam","110769960","2482560","80191","484","14793","2567","57","44.62",""
"87","","Age of Empires II","106649460","1687680","24340","77","2917","2472","39","63.19",""
"88","","SMITE","106164300","5235540","7344","269","9704","2460","121","20.28",""
"89","","Star Citizen","105335640","3236220","14600","175","3769","2441","75","32.55",""
"90","","Baldur's Gate 3","104911740","10654260","10401","509","22364","2431","246","9.85",""
"91","","Killer Klowns from Outer Space: The Game","104479440","4321680","37709","455","12896","2421","100","24.18",""
"92","","MapleStory","104461920","3067860","14062","139","2338","2421","71","34.05",""
"93","","Heroes of Might and Magic III: The Restoration of Erathia","104419860","1180320","14038","64","782","2420","27","88.47",""
"94","","Still Wakes the Deep","103705020","2634240","99122","630","14840","2403","61","39.37",""
"95","","StarCraft II","102162120","1689600","25270","78","2384","2368","39","60.47",""
"96","","World of Warships","100201740","2257080","12864","112","3024","2322","52","44.39",""
"97","","Phasmophobia","99991020","8939400","32786","903","35073","2317","207","11.19",""
"98","","Metin2","98780340","1442040","13941","88","1564","2289","33","68.5",""
"99","","Pax Dei","97789200","1886820","36076","383","2109","2266","43","51.83",""
"100","","Palia","97494000","3941340","10068","226","6632","2259","91","24.74",""
