"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"45","","Sea of Thieves","356949420","24727680","79522","1301","58912","8006","554","14.44",""
"46","","Genshin Impact","354776040","35395920","159200","2539","65150","7958","793","10.02",""
"47","","Red Dead Redemption 2","334860300","19023300","71572","816","47238","7511","426","17.6",""
"48","","Black Desert","330193320","8157960","14799","287","5943","7406","182","40.47",""
"49","","Gray Zone Warfare","327939360","12371760","90089","1336","20191","7356","277","26.51",""
"50","","I'm Only Sleeping","314802360","8216160","84096","310","5695","7061","184","38.32",""
"51","","Honkai: Star Rail","306539340","15119580","58019","1850","32581","6876","339","20.27",""
"52","","Talk Shows & Podcasts","295105560","11924100","75904","551","13331","6619","267","24.75",""
"53","","Retro","284931180","11271720","14212","375","11841","6391","252","25.28",""
"54","","TEKKEN 8","280398420","7599360","69029","327","17097","6289","170","36.9",""
"55","","FINAL FANTASY XIV ONLINE","265518300","19073400","48116","939","23162","5955","427","13.92",""
"56","","DayZ","262751580","11642160","21536","483","21648","5893","261","22.57",""
"57","","Fallout 4","260010840","27485580","19410","1444","63374","5832","616","9.46",""
"58","","World of Tanks","250364220","6101280","35004","329","8640","5616","136","41.03",""
"59","","Poker","249196200","3015720","36845","189","3322","5589","67","82.63",""
"60","","Old School RuneScape","240783600","6312060","20567","243","6296","5401","141","38.15",""
"61","","Games + Demos","233758620","19348200","82652","684","87674","5243","434","12.08",""
"62","","Marvel Rivals","231615720","2994720","65380","911","5927","5195","67","77.34",""
"63","","Brawl Stars","227871420","8284740","69127","421","73186","5111","185","27.5",""
"64","","Animals, Aquariums, and Zoos","226495620","12847380","12227","348","1179","5080","288","17.63",""
"65","","Tibia","225856500","8766060","10889","388","5407","5066","196","25.76",""
"66","","Chess","213862200","2680920","50249","136","6527","4797","60","79.77",""
"67","","Garry's Mod","209017920","1525440","39593","113","4057","4688","34","137.02",""
"68","","NBA 2K24","205173180","42185280","28522","1938","105341","4602","946","4.86",""
"69","","ROBLOX","201225780","41370720","32787","1796","228101","4513","928","4.86",""
"70","","Rise Online","193769640","1185240","14935","70","597","4346","26","163.49",""
"71","","PokéRogue","188398200","4127520","45649","194","9894","4226","92","45.64",""
"72","","Stellar Blade","182575560","11322660","30663","839","16942","4095","253","16.12",""
"73","","Another Crab's Treasure","181617420","6440460","45619","413","22798","4073","144","28.2",""
"74","","Lost Ark","178949160","5472600","37828","342","4012","4014","122","32.7",""
"75","","Stardew Valley","176339700","11972520","51462","627","29934","3955","268","14.73",""
"76","","Software and Game Development","169024440","6041940","26019","251","8586","3791","135","27.98",""
"77","","Fallout: New Vegas","168120060","6124680","23057","332","15431","3771","137","27.45",""
"78","","Path of Exile","167839200","4657560","18026","250","4495","3764","104","36.04",""
"79","","Always On","163275120","6358860","7975","204","902","3662","142","25.68",""
"80","","Marvel Snap","155196720","1419660","36005","137","2681","3481","31","109.32",""
"81","","Pokémon Scarlet/Violet","152019480","4971240","41208","195","7434","3410","111","30.58",""
"82","","VRChat","151668420","4327440","17915","270","10054","3402","97","35.05",""
"83","","Monster Hunter: World","150234600","7470540","41164","381","13019","3370","167","20.11",""
"84","","Call of Duty","147425040","103425000","7383","4076","267307","3306","2319","1.43",""
"85","","Magic: The Gathering","147014220","2882340","14540","124","5066","3297","64","51.01",""
"86","","Fallout 76","145313940","16213320","16448","832","33160","3259","363","8.96",""
"87","","Supermarket Simulator","141848820","3689340","103316","189","17563","3181","82","38.45",""
"88","","DARK SOULS III","139122060","4717200","15901","213","11769","3120","105","29.49",""
"89","","Hunt: Showdown 1896","136458120","8526600","9433","406","11285","3060","191","16",""
"90","","Pools, Hot Tubs, and Beaches","135832800","2319780","31157","76","2772","3046","52","58.55",""
"91","","HELLDIVERS 2","134803020","16297080","24585","954","51250","3023","365","8.27",""
"92","","RimWorld","133780980","3013440","17620","135","3454","3000","67","44.39",""
"93","","Ghost of Tsushima","132656280","9428760","26684","783","25014","2975","211","14.07",""
"94","","The Sims 4","131819220","5026140","22488","222","15587","2956","112","26.23",""
"95","","Among Us","127325280","3158880","73874","224","22879","2856","70","40.31",""
"96","","MultiVersus","126103620","6433200","97421","3268","44685","2828","144","19.6",""
"97","","SMITE","125710740","6134340","13053","285","11586","2819","137","20.49",""
"98","","Metin2","120188820","1680600","7847","111","1754","2696","37","71.52",""
"99","","Manor Lords","118080060","3964080","24574","491","11797","2648","88","29.79",""
"100","","Senua's Saga: Hellblade II","117113340","4687500","110129","1524","23670","2627","105","24.98",""
