"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"76","","ROBLOX","144346500","25266840","45980","1134","146708","3237","566","5.71",""
"77","","The Sims 4","137376960","6194880","20380","260","19627","3081","138","22.18",""
"78","","StarCraft II","134106540","2073300","30004","89","3212","3008","46","64.68",""
"79","","Games + Demos","131993460","17929920","46316","694","88886","2960","402","7.36",""
"80","","New World","129630180","4200300","26219","243","5002","2907","94","30.86",""
"81","","Mechabellum","126785400","722040","46962","79","1131","2843","16","175.59",""
"82","","World of Warships","126752640","3175140","15965","163","4532","2843","71","39.92",""
"83","","MARVEL SNAP","126627540","1750140","23752","95","3893","2840","39","72.35",""
"84","","Heroes of Might and Magic III: The Restoration of Erathia","122399820","1334820","12591","76","827","2745","29","91.7",""
"85","","Hogwarts Legacy","122173560","15806160","38590","965","41261","2740","354","7.73",""
"86","","MapleStory","119075820","3572940","26960","255","2831","2671","80","33.33",""
"87","","Animals, Aquariums, and Zoos","117393600","11344740","12961","539","1465","2633","254","10.35",""
"88","","Super Mario Maker 2","111173400","1018380","37341","52","1976","2493","22","109.17",""
"89","","Pokémon Scarlet/Violet","110941740","6041460","7849","262","9893","2488","135","18.36",""
"90","","Phasmophobia","110907240","10243260","12106","511","41023","2487","229","10.83",""
"91","","Project Zomboid","109396860","5790780","54056","242","11448","2453","129","18.89",""
"92","","Fortnite Zero Build","106789620","7781880","15491","428","19172","2395","174","13.72",""
"93","","Super Mario 64","106588620","1660080","24735","84","3808","2390","37","64.21",""
"94","","Yu-Gi-Oh! Master Duel","104597160","4173540","8993","200","11861","2346","93","25.06",""
"95","","MLB The Show 23","103346220","6640740","20251","367","15447","2318","148","15.56",""
"96","","Dead Island 2","101401080","11740620","23158","1218","35434","2274","263","8.64",""
"97","","Pokémon HeartGold/SoulSilver","100862280","892320","10872","51","1681","2262","20","113.03",""
"98","","Warframe","99935580","11478000","54939","473","21653","2241","257","8.71",""
"99","","Guild Wars 2","97983960","2773500","32775","210","3400","2197","62","35.33",""
"100","","ARK: Survival Evolved","97383060","11714640","6179","466","23887","2184","262","8.31",""
