"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"84","","Call of Duty","143013840","98614560","22320","6609","273544","3208","2212","1.45",""
"85","","Chained Together","140025180","5219460","54657","364","33187","3140","117","26.83",""
"86","","Bloodborne","134831400","2946300","150053","146","9119","3024","66","45.76",""
"87","","Crime Scene Cleaner","132156900","2176080","64224","211","6153","2964","48","60.73",""
"88","","TEKKEN 8","131710920","5881260","31093","260","13738","2954","131","22.4",""
"89","","Among Us","131192820","4098060","72598","281","29916","2942","91","32.01",""
"90","","Poker","130797420","2646780","13394","166","2953","2933","59","49.42",""
"91","","Guild Wars 2","130734300","2871120","58702","432","3337","2932","64","45.53",""
"92","","Lethal Company","129070320","7932600","54000","722","36460","2895","177","16.27",""
"93","","Honkai: Star Rail","128550240","6714840","59930","478","18563","2883","150","19.14",""
"94","","2XKO","128238300","1916520","60961","508","6619","2876","42","66.91",""
"95","","Software and Game Development","128167920","5806380","19730","234","8250","2875","130","22.07",""
"96","","Heroes of Might and Magic III: The Restoration of Erathia","127830960","1312800","15063","75","799","2867","29","97.37",""
"97","","Casino Simulator","122869980","620340","10183","39","2868","2756","13","198.07",""
"98","","Call of Duty: Black Ops III","117768840","6895440","69252","319","38046","2641","154","17.08",""
"99","","NBA 2K24","117717780","25104600","12740","1235","75507","2640","563","4.69",""
"100","","MapleStory","117533400","2989260","11861","139","2248","2636","67","39.32",""
