"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"39","","World of Tanks","451973100","7294320","53319","332","10204","10138","163","61.96",""
"40","","Hunt: Showdown","416545620","15369720","66413","778","19629","9343","344","27.1",""
"41","","Albion Online","405173880","5407500","18528","176","4581","9088","121","74.93",""
"42","","Lost Ark","389704260","9699960","85710","551","6759","8741","217","40.18",""
"43","","Old School RuneScape","377618700","6537000","41664","286","6784","8470","146","57.77",""
"44","","Dave the Diver","365862180","7157280","66674","292","13485","8206","160","51.12",""
"45","","Sea of Thieves","363698280","14466900","69226","799","37904","8158","324","25.14",""
"46","","ARK: Survival Evolved","356674260","12698400","96631","479","27636","8000","284","28.09",""
"47","","I'm Only Sleeping","318417600","8886540","24117","337","6750","7142","199","35.83",""
"48","","Virtual Casino","308779980","2005200","23219","112","2005","6926","44","153.99",""
"49","","ELDEN RING","305423040","18847320","36523","707","45508","6851","422","16.21",""
"50","","FINAL FANTASY XVI","302008260","28716240","49786","2113","38944","6774","644","10.52",""
"51","","DayZ","299233020","13762560","58437","535","27217","6712","308","21.74",""
"52","","Chess","283511220","3114060","62680","151","9178","6359","69","91.04",""
"53","","Honkai: Star Rail","277794540","10855800","107917","1339","27645","6231","243","25.59",""
"54","","Pools, Hot Tubs, and Beaches","272110800","3378120","42859","106","3732","6103","75","80.55",""
"55","","Retro","271275720","10485300","11478","355","11312","6085","235","25.87",""
"56","","Destiny 2","264370620","23743860","21958","1139","49622","5930","532","11.13",""
"57","","Talk Shows & Podcasts","253878060","10399200","20576","511","14465","5694","233","24.41",""
"58","","FINAL FANTASY XIV ONLINE","251477580","17567340","150869","1366","22983","5641","394","14.32",""
"59","","Path of Exile","242588100","2774940","441336","616","4216","5441","62","87.42",""
"60","","NBA 2K23","237372900","47454120","42020","2156","147190","5324","1064","5",""
"61","","Poker","236524440","4107420","25804","231","4240","5305","92","57.58",""
"62","","Fall Guys","228047220","13026660","90813","567","90405","5115","292","17.51",""
"63","","Red Dead Redemption 2","227887320","17032680","44676","708","45661","5111","382","13.38",""
"64","","New World","224397960","5261520","34733","301","5675","5033","118","42.65",""
"65","","ROBLOX","219306120","35372700","85597","1239","217130","4919","793","6.2",""
"66","","7 Days to Die","200577600","14508000","17258","517","22431","4499","325","13.83",""
"67","","Magic: The Gathering","194948400","3049320","35458","127","5723","4373","68","63.93",""
"68","","VRChat","194891580","5202720","89220","303","11932","4371","116","37.46",""
"69","","The Legend of Zelda: Tears of the Kingdom","193521960","14256720","12390","638","21332","4341","319","13.57",""
"70","","SMITE","184113300","7812660","11091","366","15077","4129","175","23.57",""
"71","","Tibia","182248560","9105960","8788","438","5800","4088","204","20.01",""
"72","","NARAKA: BLADEPOINT","178951800","9396300","36676","606","28345","4014","210","19.04",""
"73","","Eternal Return","159447840","2829300","20715","289","3964","3576","63","56.36",""
"74","","Among Us","154397580","4664160","85604","261","35434","3463","104","33.1",""
"75","","Games + Demos","153178440","17725620","49697","742","91439","3436","397","8.64",""
"76","","F1 23","144163920","7272720","50008","988","20552","3233","163","19.82",""
"77","","Super Smash Bros. Ultimate","140476740","4143540","52300","206","9181","3151","92","33.9",""
"78","","Pokémon Scarlet/Violet","134337000","6047820","55304","244","9183","3013","135","22.21",""
"79","","Mario Kart 8 Deluxe","134325660","3855720","72137","552","15696","3013","86","34.84",""
"80","","The Sims 4","129930720","6843420","16403","504","21730","2914","153","18.99",""
"81","","Halo Infinite","126819060","6526140","65427","351","20162","2844","146","19.43",""
"82","","Phasmophobia","122779080","11436360","29138","548","46205","2754","256","10.74",""
"83","","Animals, Aquariums, and Zoos","122756700","9589200","6296","258","1212","2753","215","12.8",""
"84","","Trackmania","121189620","2082660","18272","208","7633","2718","46","58.19",""
"85","","STALCRAFT","115880100","1353840","11711","81","1379","2599","30","85.59",""
"86","","ANIME WORLD","115346460","3454980","4864","124","2638","2587","77","33.39",""
"87","","Warframe","114217200","8823360","21006","408","17023","2562","197","12.94",""
"88","","Heroes of Might and Magic III: The Restoration of Erathia","114003000","1294500","13948","71","841","2557","29","88.07",""
"89","","Sekiro: Shadows Die Twice","110839620","4088040","18959","174","12383","2486","91","27.11",""
"90","","The Elder Scrolls Online","109949160","5909580","25267","313","11326","2466","132","18.61",""
"91","","Marbles on Stream","107687760","2565840","32160","128","6024","2415","57","41.97",""
"92","","Lineage II","102914820","3204960","6667","164","1896","2308","71","32.11",""
"93","","StarCraft II","102377940","2028840","18120","82","3049","2296","45","50.46",""
"94","","Marvel Snap","102173640","1336500","12089","73","3188","2291","29","76.45",""
"95","","Project Zomboid","101915520","5826840","39416","229","12756","2286","130","17.49",""
"96","","League of Legends: Wild Rift","96126960","4745400","6353","187","16839","2156","106","20.26",""
"97","","Halls of Torment","95570760","1319100","35258","123","4513","2143","29","72.45",""
"98","","Pikmin 4","95256480","3783720","40981","629","6627","2136","84","25.18",""
"99","","DARK SOULS III","94548180","4878960","15108","187","12778","2120","109","19.38",""
"100","","Yu-Gi-Oh! Master Duel","91850700","3707160","9886","151","10925","2060","83","24.78",""
