"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"33","","Special Events","526072740","2736120","199193","451","6418","12194","63","192.27",""
"34","","Lost Ark","509097720","13731540","63435","786","9592","11801","318","37.08",""
"35","","ELDEN RING","500362380","22794780","55328","918","51846","11598","528","21.95",""
"36","","World of Tanks","498428040","8582700","52800","409","11811","11553","198","58.07",""
"37","","Destiny 2","479203260","40524120","34013","2230","74727","11108","939","11.83",""
"38","","Honkai: Star Rail","472703580","16565820","278005","5364","42862","10957","384","28.53",""
"39","","Art","469350540","29262420","45136","1056","52722","10879","678","16.04",""
"40","","XDefiant","429246660","10605000","100104","1526","53835","9950","245","40.48",""
"41","","PUBG: BATTLEGROUNDS","421053180","27672780","41783","1130","44538","9760","641","15.22",""
"42","","Project Zomboid","391555980","7369560","108454","301","15101","9076","170","53.13",""
"43","","Star Wars Jedi: Survivor","390324120","12083160","238619","4904","39076","9047","280","32.3",""
"44","","DayZ","381667320","14397960","34096","631","26700","8847","333","26.51",""
"45","","The Legend of Zelda: Breath of the Wild","376864020","10265760","70550","498","16381","8735","237","36.71",""
"46","","Travel & Outdoors","356742060","5394540","45951","175","6235","8269","125","66.13",""
"47","","Old School RuneScape","352181580","6782820","22353","271","7660","8163","157","51.92",""
"48","","Poker","311931600","4377360","30611","281","4456","7230","101","71.26",""
"49","","Talk Shows & Podcasts","294722040","10755300","116877","652","16209","6831","249","27.4",""
"50","","Demonologist","288673020","10594500","79302","710","34165","6691","245","27.25",""
"51","","Dark and Darker","284078340","4482960","103252","1106","9296","6585","103","63.37",""
"52","","Retro","282668460","10162860","24446","343","11752","6552","235","27.81",""
"53","","New World","276945960","5448540","28905","322","6174","6419","126","50.83",""
"54","","I'm Only Sleeping","257872320","8337540","21516","364","6609","5977","193","30.93",""
"55","","Sea of Thieves","240218640","15492360","26870","772","36872","5568","359","15.51",""
"56","","Black Desert","233745060","7434600","15211","285","7550","5418","172","31.44",""
"57","","SMITE","229238460","8543820","16691","396","15685","5313","198","26.83",""
"58","","The Cycle: Frontier","219760260","4958520","22812","255","5931","5094","114","44.32",""
"59","","Pools, Hot Tubs, and Beaches","215137920","2473920","26517","94","2920","4986","57","86.96",""
"60","","ROBLOX","207178620","29348760","102277","1343","172136","4802","680","7.06",""
"61","","Street Fighter V","205258620","2517360","102205","120","6163","4757","58","81.54",""
"62","","FINAL FANTASY XIV ONLINE","201485400","18982080","16075","1300","23262","4670","440","10.61",""
"63","","Magic: The Gathering","198773700","3349260","18136","208","6070","4607","77","59.35",""
"64","","Super Mario Maker 2","198323340","1098000","42072","58","2097","4597","25","180.62",""
"65","","Tibia","196929420","8820600","34136","385","5909","4564","204","22.33",""
"66","","VRChat","194330580","4999080","24764","284","11408","4504","115","38.87",""
"67","","Red Dead Redemption 2","185641020","16181100","19716","748","39286","4303","375","11.47",""
"68","","Dredge","184933020","3587940","48671","188","10247","4286","83","51.54",""
"69","","Hunt: Showdown","175657560","12455880","16451","597","16799","4071","288","14.1",""
"70","","Counter-Strike 2","175304100","1013580","69337","79","3165","4063","23","172.96",""
"71","","Among Us","172351800","3980580","162975","280","30316","3995","92","43.3",""
"72","","NBA 2K23","171444180","35443980","98061","1953","98612","3974","821","4.84",""
"73","","Pokémon Scarlet/Violet","164671560","7806300","23046","325","12709","3817","180","21.09",""
"74","","Trackmania","160057320","1482240","42761","179","3495","3710","34","107.98",""
"75","","Wartales","159842280","1959600","47782","150","2709","3705","45","81.57",""
"76","","FIFA Online 4","159539460","573540","41530","45","1052","3698","13","278.17",""
"77","","MLB The Show 23","158871720","9214020","13197","573","20203","3682","213","17.24",""
"78","","Fall Guys","156198180","9182700","39457","468","59716","3620","212","17.01",""
"79","","Heroes of Might and Magic III: The Restoration of Erathia","155725440","1356060","16110","78","861","3609","31","114.84",""
"80","","Super Smash Bros. Ultimate","139092780","4775640","68857","283","10636","3224","110","29.13",""
"81","","Super Mario 64","134956260","1943220","36977","87","4691","3128","45","69.45",""
"82","","Altf42","132817500","269100","45149","30","1337","3078","6","493.56",""
"83","","World of Warships","129818100","3162900","12868","167","4720","3009","73","41.04",""
"84","","Games + Demos","126960720","19703700","52273","749","99104","2942","456","6.44",""
"85","","MapleStory","125946840","3527760","23107","165","2944","2919","81","35.7",""
"86","","Phasmophobia","122805360","11448900","36135","665","48270","2846","265","10.73",""
"87","","Warframe","119616900","10229160","40433","1510","20972","2772","237","11.69",""
"88","","Age of Empires II","116404260","2668440","11028","118","5383","2698","61","43.62",""
"89","","RimWorld","115729260","1946340","19426","89","2789","2682","45","59.46",""
"90","","MARVEL SNAP","114676080","1920120","28662","107","4686","2658","44","59.72",""
"91","","Clash Royale","114517620","1474080","24544","86","13618","2654","34","77.69",""
"92","","Animals, Aquariums, and Zoos","112499580","10693200","7256","307","1441","2607","247","10.52",""
"93","","Deceive Inc.","111749520","2191500","64460","146","6752","2590","50","50.99",""
"94","","StarCraft II","111500700","2309160","20185","93","3556","2584","53","48.29",""
"95","","The Last of Us Part I","110777220","4880940","36235","484","14736","2567","113","22.7",""
"96","","Mario Kart 8 Deluxe","108431820","3244980","123035","281","13545","2513","75","33.42",""
"97","","Valheim","107461080","8961120","70876","424","16583","2490","207","11.99",""
"98","","The Sims 4","105694500","6571020","10586","299","21252","2450","152","16.08",""
"99","","Tekken 7","105074160","3840000","85825","155","9543","2435","89","27.36",""
"100","","Star Citizen","101295240","3745500","11608","261","5134","2348","86","27.04",""
